name	set_code	set_name
Homura's Essence	SOK	Saviors of Kamigawa
Iizuka the Ruthless	SOK	Saviors of Kamigawa
Inner Fire	SOK	Saviors of Kamigawa
Into the Fray	SOK	Saviors of Kamigawa
Jiwari, the Earth Aflame	SOK	Saviors of Kamigawa
Oni of Wild Places	SOK	Saviors of Kamigawa
Path of Anger's Flame	SOK	Saviors of Kamigawa
Rally the Horde	SOK	Saviors of Kamigawa
Ronin Cavekeeper	SOK	Saviors of Kamigawa
Shinen of Fury's Fire	SOK	Saviors of Kamigawa
Skyfire Kirin	SOK	Saviors of Kamigawa
Sokenzan Renegade	SOK	Saviors of Kamigawa
Sokenzan Spellblade	SOK	Saviors of Kamigawa
Spiraling Embers	SOK	Saviors of Kamigawa
Sunder from Within	SOK	Saviors of Kamigawa
Thoughts of Ruin	SOK	Saviors of Kamigawa
Undying Flames	SOK	Saviors of Kamigawa
Yuki-Onna	SOK	Saviors of Kamigawa
Arashi, the Sky Asunder	SOK	Saviors of Kamigawa
Ayumi, the Last Visitor	SOK	Saviors of Kamigawa
Bounteous Kirin	SOK	Saviors of Kamigawa
Briarknit Kami	SOK	Saviors of Kamigawa
Dense Canopy	SOK	Saviors of Kamigawa
Descendant of Masumaro	SOK	Saviors of Kamigawa
Dosan's Oldest Chant	SOK	Saviors of Kamigawa
Elder Pine of Jukai	SOK	Saviors of Kamigawa
Endless Swarm	SOK	Saviors of Kamigawa
Fiddlehead Kami	SOK	Saviors of Kamigawa
Ghost-Lit Nourisher	SOK	Saviors of Kamigawa
Haru-Onna	SOK	Saviors of Kamigawa
Inner Calm, Outer Strength	SOK	Saviors of Kamigawa
Kami of the Tended Garden	SOK	Saviors of Kamigawa
Kashi-Tribe Elite	SOK	Saviors of Kamigawa
Masumaro, First to Live	SOK	Saviors of Kamigawa
Matsu-Tribe Birdstalker	SOK	Saviors of Kamigawa
Molting Skin	SOK	Saviors of Kamigawa
Nightsoil Kami	SOK	Saviors of Kamigawa
Okina Nightwatch	SOK	Saviors of Kamigawa
Promised Kannushi	SOK	Saviors of Kamigawa
Reki, the History of Kamigawa	SOK	Saviors of Kamigawa
Rending Vines	SOK	Saviors of Kamigawa
Sakura-Tribe Scout	SOK	Saviors of Kamigawa
Sasaya, Orochi Ascendant	SOK	Saviors of Kamigawa
Sasaya's Essence	SOK	Saviors of Kamigawa
Seed the Land	SOK	Saviors of Kamigawa
Seek the Horizon	SOK	Saviors of Kamigawa
Sekki, Seasons' Guide	SOK	Saviors of Kamigawa
Shinen of Life's Roar	SOK	Saviors of Kamigawa
Stampeding Serow	SOK	Saviors of Kamigawa
Iname as One	SOK	Saviors of Kamigawa
Ashes of the Fallen	SOK	Saviors of Kamigawa
Blood Clock	SOK	Saviors of Kamigawa
Ebony Owl Netsuke	SOK	Saviors of Kamigawa
Ivory Crane Netsuke	SOK	Saviors of Kamigawa
Manriki-Gusari	SOK	Saviors of Kamigawa
O-Naginata	SOK	Saviors of Kamigawa
Pithing Needle	SOK	Saviors of Kamigawa
Scroll of Origins	SOK	Saviors of Kamigawa
Soratami Cloud Chariot	SOK	Saviors of Kamigawa
Wine of Blood and Iron	SOK	Saviors of Kamigawa
Mikokoro, Center of the Sea	SOK	Saviors of Kamigawa
Miren, the Moaning Well	SOK	Saviors of Kamigawa
Oboro, Palace in the Clouds	SOK	Saviors of Kamigawa
Tomb of Urami	SOK	Saviors of Kamigawa
Always Watching	SOI	Shadows over Innistrad
Angel of Deliverance	SOI	Shadows over Innistrad
Angelic Purge	SOI	Shadows over Innistrad
Apothecary Geist	SOI	Shadows over Innistrad
Archangel Avacyn	SOI	Shadows over Innistrad
Avacyn, the Purifier	SOI	Shadows over Innistrad
Avacynian Missionaries	SOI	Shadows over Innistrad
Lunarch Inquisitors	SOI	Shadows over Innistrad
Bound by Moonsilver	SOI	Shadows over Innistrad
Bygone Bishop	SOI	Shadows over Innistrad
Cathar's Companion	SOI	Shadows over Innistrad
Chaplain's Blessing	SOI	Shadows over Innistrad
Dauntless Cathar	SOI	Shadows over Innistrad
Declaration in Stone	SOI	Shadows over Innistrad
Descend upon the Sinful	SOI	Shadows over Innistrad
Devilthorn Fox	SOI	Shadows over Innistrad
Drogskol Cavalry	SOI	Shadows over Innistrad
Eerie Interlude	SOI	Shadows over Innistrad
Emissary of the Sleepless	SOI	Shadows over Innistrad
Ethereal Guidance	SOI	Shadows over Innistrad
Expose Evil	SOI	Shadows over Innistrad
Gryff's Boon	SOI	Shadows over Innistrad
Hanweir Militia Captain	SOI	Shadows over Innistrad
Westvale Cult Leader	SOI	Shadows over Innistrad
Hope Against Hope	SOI	Shadows over Innistrad
Humble the Brute	SOI	Shadows over Innistrad
Inquisitor's Ox	SOI	Shadows over Innistrad
Inspiring Captain	SOI	Shadows over Innistrad
Militant Inquisitor	SOI	Shadows over Innistrad
Moorland Drifter	SOI	Shadows over Innistrad
Nahiri's Machinations	SOI	Shadows over Innistrad
Nearheath Chaplain	SOI	Shadows over Innistrad
Not Forgotten	SOI	Shadows over Innistrad
Odric, Lunarch Marshal	SOI	Shadows over Innistrad
Open the Armory	SOI	Shadows over Innistrad
Paranoid Parish-Blade	SOI	Shadows over Innistrad
Pious Evangel	SOI	Shadows over Innistrad
Wayward Disciple	SOI	Shadows over Innistrad
Puncturing Light	SOI	Shadows over Innistrad
Reaper of Flight Moonsilver	SOI	Shadows over Innistrad
Silverstrike	SOI	Shadows over Innistrad
Spectral Shepherd	SOI	Shadows over Innistrad
Stern Constable	SOI	Shadows over Innistrad
Strength of Arms	SOI	Shadows over Innistrad
Survive the Night	SOI	Shadows over Innistrad
Tenacity	SOI	Shadows over Innistrad
Thalia's Lieutenant	SOI	Shadows over Innistrad
Thraben Inspector	SOI	Shadows over Innistrad
Topplegeist	SOI	Shadows over Innistrad
Town Gossipmonger	SOI	Shadows over Innistrad
Incited Rabble	SOI	Shadows over Innistrad
Unruly Mob	SOI	Shadows over Innistrad
Vessel of Ephemera	SOI	Shadows over Innistrad
Aberrant Researcher	SOI	Shadows over Innistrad
Perfected Form	SOI	Shadows over Innistrad
Broken Concentration	SOI	Shadows over Innistrad
Catalog	SOI	Shadows over Innistrad
Compelling Deterrence	SOI	Shadows over Innistrad
Confirm Suspicions	SOI	Shadows over Innistrad
Daring Sleuth	SOI	Shadows over Innistrad
Bearer of Overwhelming Truths	SOI	Shadows over Innistrad
Deny Existence	SOI	Shadows over Innistrad
Drownyard Explorers	SOI	Shadows over Innistrad
Drunau Corpse Trawler	SOI	Shadows over Innistrad
Engulf the Shore	SOI	Shadows over Innistrad
Epiphany at the Drownyard	SOI	Shadows over Innistrad
Erdwal Illuminator	SOI	Shadows over Innistrad
Essence Flux	SOI	Shadows over Innistrad
Fleeting Memories	SOI	Shadows over Innistrad
Forgotten Creation	SOI	Shadows over Innistrad
Furtive Homunculus	SOI	Shadows over Innistrad
Geralf's Masterpiece	SOI	Shadows over Innistrad
Ghostly Wings	SOI	Shadows over Innistrad
Gone Missing	SOI	Shadows over Innistrad
Invasive Surgery	SOI	Shadows over Innistrad
Jace, Unraveler of Secrets	SOI	Shadows over Innistrad
Jace's Scrutiny	SOI	Shadows over Innistrad
Just the Wind	SOI	Shadows over Innistrad
Lamplighter of Selhoff	SOI	Shadows over Innistrad
Manic Scribe	SOI	Shadows over Innistrad
Nagging Thoughts	SOI	Shadows over Innistrad
Nephalia Moondrakes	SOI	Shadows over Innistrad
Niblis of Dusk	SOI	Shadows over Innistrad
Ongoing Investigation	SOI	Shadows over Innistrad
Pieces of the Puzzle	SOI	Shadows over Innistrad
Pore Over the Pages	SOI	Shadows over Innistrad
Press for Answers	SOI	Shadows over Innistrad
Rattlechains	SOI	Shadows over Innistrad
Reckless Scholar	SOI	Shadows over Innistrad
Rise from the Tides	SOI	Shadows over Innistrad
Seagraf Skaab	SOI	Shadows over Innistrad
Silburlind Snapper	SOI	Shadows over Innistrad
Silent Observer	SOI	Shadows over Innistrad
Sleep Paralysis	SOI	Shadows over Innistrad
Startled Awake	SOI	Shadows over Innistrad
Persistent Nightmare	SOI	Shadows over Innistrad
Stitched Mangler	SOI	Shadows over Innistrad
Stitchwing Skaab	SOI	Shadows over Innistrad
Stormrider Spirit	SOI	Shadows over Innistrad
Thing in the Ice	SOI	Shadows over Innistrad
Awoken Horror	SOI	Shadows over Innistrad
Trail of Evidence	SOI	Shadows over Innistrad
Uninvited Geist	SOI	Shadows over Innistrad
Unimpeded Trespasser	SOI	Shadows over Innistrad
Vessel of Paramnesia	SOI	Shadows over Innistrad
Welcome to the Fold	SOI	Shadows over Innistrad
Accursed Witch	SOI	Shadows over Innistrad
Infectious Curse	SOI	Shadows over Innistrad
Alms of the Vein	SOI	Shadows over Innistrad
Asylum Visitor	SOI	Shadows over Innistrad
Behind the Scenes	SOI	Shadows over Innistrad
Behold the Beyond	SOI	Shadows over Innistrad
Biting Rain	SOI	Shadows over Innistrad
Call the Bloodline	SOI	Shadows over Innistrad
Creeping Dread	SOI	Shadows over Innistrad
Crow of Dark Tidings	SOI	Shadows over Innistrad
Dead Weight	SOI	Shadows over Innistrad
Diregraf Colossus	SOI	Shadows over Innistrad
Elusive Tormentor	SOI	Shadows over Innistrad
Insidious Mist	SOI	Shadows over Innistrad
Ever After	SOI	Shadows over Innistrad
Farbog Revenant	SOI	Shadows over Innistrad
From Under the Floorboards	SOI	Shadows over Innistrad
Ghoulcaller's Accomplice	SOI	Shadows over Innistrad
Ghoulsteed	SOI	Shadows over Innistrad
Gisa's Bidding	SOI	Shadows over Innistrad
Grotesque Mutation	SOI	Shadows over Innistrad
Heir of Falkenrath	SOI	Shadows over Innistrad
Heir to the Night	SOI	Shadows over Innistrad
Hound of the Farbogs	SOI	Shadows over Innistrad
Indulgent Aristocrat	SOI	Shadows over Innistrad
Kindly Stranger	SOI	Shadows over Innistrad
Demon-Possessed Witch	SOI	Shadows over Innistrad
Liliana's Indignation	SOI	Shadows over Innistrad
Macabre Waltz	SOI	Shadows over Innistrad
Markov Dreadknight	SOI	Shadows over Innistrad
Merciless Resolve	SOI	Shadows over Innistrad
Mindwrack Demon	SOI	Shadows over Innistrad
Morkrut Necropod	SOI	Shadows over Innistrad
Murderous Compulsion	SOI	Shadows over Innistrad
Olivia's Bloodsworn	SOI	Shadows over Innistrad
Pale Rider of Trostad	SOI	Shadows over Innistrad
Pick the Brain	SOI	Shadows over Innistrad
Rancid Rats	SOI	Shadows over Innistrad
Relentless Dead	SOI	Shadows over Innistrad
Rottenheart Ghoul	SOI	Shadows over Innistrad
Sanitarium Skeleton	SOI	Shadows over Innistrad
Shamble Back	SOI	Shadows over Innistrad
Sinister Concoction	SOI	Shadows over Innistrad
Stallion of Ashmouth	SOI	Shadows over Innistrad
Stromkirk Mentor	SOI	Shadows over Innistrad
Throttle	SOI	Shadows over Innistrad
To the Slaughter	SOI	Shadows over Innistrad
Tooth Collector	SOI	Shadows over Innistrad
Triskaidekaphobia	SOI	Shadows over Innistrad
Twins of Maurer Estate	SOI	Shadows over Innistrad
Vampire Noble	SOI	Shadows over Innistrad
Vessel of Malignity	SOI	Shadows over Innistrad
Avacyn's Judgment	SOI	Shadows over Innistrad
Bloodmad Vampire	SOI	Shadows over Innistrad
Breakneck Rider	SOI	Shadows over Innistrad
Neck Breaker	SOI	Shadows over Innistrad
Burn from Within	SOI	Shadows over Innistrad
Convicted Killer	SOI	Shadows over Innistrad
Branded Howler	SOI	Shadows over Innistrad
Dance with Devils	SOI	Shadows over Innistrad
Devils' Playground	SOI	Shadows over Innistrad
Dissension in the Ranks	SOI	Shadows over Innistrad
Dual Shot	SOI	Shadows over Innistrad
Ember-Eye Wolf	SOI	Shadows over Innistrad
Falkenrath Gorger	SOI	Shadows over Innistrad
Fiery Temper	SOI	Shadows over Innistrad
Flameblade Angel	SOI	Shadows over Innistrad
Gatstaf Arsonists	SOI	Shadows over Innistrad
Gatstaf Ravagers	SOI	Shadows over Innistrad
Geier Reach Bandit	SOI	Shadows over Innistrad
Vildin-Pack Alpha	SOI	Shadows over Innistrad
Geistblast	SOI	Shadows over Innistrad
Gibbering Fiend	SOI	Shadows over Innistrad
Goldnight Castigator	SOI	Shadows over Innistrad
Harness the Storm	SOI	Shadows over Innistrad
Howlpack Wolf	SOI	Shadows over Innistrad
Hulking Devil	SOI	Shadows over Innistrad
Incorrigible Youths	SOI	Shadows over Innistrad
Inner Struggle	SOI	Shadows over Innistrad
Insolent Neonate	SOI	Shadows over Innistrad
Kessig Forgemaster	SOI	Shadows over Innistrad
Flameheart Werewolf	SOI	Shadows over Innistrad
Lightning Axe	SOI	Shadows over Innistrad
Mad Prophet	SOI	Shadows over Innistrad
Magmatic Chasm	SOI	Shadows over Innistrad
Malevolent Whispers	SOI	Shadows over Innistrad
Pyre Hound	SOI	Shadows over Innistrad
Ravenous Bloodseeker	SOI	Shadows over Innistrad
Reduce to Ashes	SOI	Shadows over Innistrad
Rush of Adrenaline	SOI	Shadows over Innistrad
Sanguinary Mage	SOI	Shadows over Innistrad
Scourge Wolf	SOI	Shadows over Innistrad
Senseless Rage	SOI	Shadows over Innistrad
Sin Prodder	SOI	Shadows over Innistrad
Skin Invasion	SOI	Shadows over Innistrad
Skin Shedder	SOI	Shadows over Innistrad
Spiteful Motives	SOI	Shadows over Innistrad
Stensia Masquerade	SOI	Shadows over Innistrad
Structural Distortion	SOI	Shadows over Innistrad
Tormenting Voice	SOI	Shadows over Innistrad
Ulrich's Kindred	SOI	Shadows over Innistrad
Uncaged Fury	SOI	Shadows over Innistrad
Vessel of Volatility	SOI	Shadows over Innistrad
Village Messenger	SOI	Shadows over Innistrad
Moonrise Intruder	SOI	Shadows over Innistrad
Voldaren Duelist	SOI	Shadows over Innistrad
Wolf of Devil's Breach	SOI	Shadows over Innistrad
Aim High	SOI	Shadows over Innistrad
Autumnal Gloom	SOI	Shadows over Innistrad
Ancient of the Equinox	SOI	Shadows over Innistrad
Briarbridge Patrol	SOI	Shadows over Innistrad
Byway Courier	SOI	Shadows over Innistrad
Clip Wings	SOI	Shadows over Innistrad
Confront the Unknown	SOI	Shadows over Innistrad
Crawling Sensation	SOI	Shadows over Innistrad
Cryptolith Rite	SOI	Shadows over Innistrad
Cult of the Waxing Moon	SOI	Shadows over Innistrad
Deathcap Cultivator	SOI	Shadows over Innistrad
Duskwatch Recruiter	SOI	Shadows over Innistrad
Krallenhorde Howler	SOI	Shadows over Innistrad
Equestrian Skill	SOI	Shadows over Innistrad
Fork in the Road	SOI	Shadows over Innistrad
Gloomwidow	SOI	Shadows over Innistrad
Graf Mole	SOI	Shadows over Innistrad
Groundskeeper	SOI	Shadows over Innistrad
Hermit of the Natterknolls	SOI	Shadows over Innistrad
Lone Wolf of the Natterknolls	SOI	Shadows over Innistrad
Hinterland Logger	SOI	Shadows over Innistrad
Timber Shredder	SOI	Shadows over Innistrad
Howlpack Resurgence	SOI	Shadows over Innistrad
Inexorable Blob	SOI	Shadows over Innistrad
Intrepid Provisioner	SOI	Shadows over Innistrad
Kessig Dire Swine	SOI	Shadows over Innistrad
Lambholt Pacifist	SOI	Shadows over Innistrad
Lambholt Butcher	SOI	Shadows over Innistrad
Loam Dryad	SOI	Shadows over Innistrad
Might Beyond Reason	SOI	Shadows over Innistrad
Moldgraf Scavenger	SOI	Shadows over Innistrad
Moonlight Hunt	SOI	Shadows over Innistrad
Obsessive Skinner	SOI	Shadows over Innistrad
Pack Guardian	SOI	Shadows over Innistrad
Quilled Wolf	SOI	Shadows over Innistrad
Rabid Bite	SOI	Shadows over Innistrad
Root Out	SOI	Shadows over Innistrad
Sage of Ancient Lore	SOI	Shadows over Innistrad
Werewolf of Ancient Hunger	SOI	Shadows over Innistrad
Seasons Past	SOI	Shadows over Innistrad
Second Harvest	SOI	Shadows over Innistrad
Silverfur Partisan	SOI	Shadows over Innistrad
Solitary Hunter	SOI	Shadows over Innistrad
One of the Pack	SOI	Shadows over Innistrad
Soul Swallower	SOI	Shadows over Innistrad
Stoic Builder	SOI	Shadows over Innistrad
Thornhide Wolves	SOI	Shadows over Innistrad
Tireless Tracker	SOI	Shadows over Innistrad
Traverse the Ulvenwald	SOI	Shadows over Innistrad
Ulvenwald Hydra	SOI	Shadows over Innistrad
Ulvenwald Mysteries	SOI	Shadows over Innistrad
Vessel of Nascency	SOI	Shadows over Innistrad
Veteran Cathar	SOI	Shadows over Innistrad
Watcher in the Web	SOI	Shadows over Innistrad
Weirding Wood	SOI	Shadows over Innistrad
Altered Ego	SOI	Shadows over Innistrad
Anguished Unmaking	SOI	Shadows over Innistrad
Arlinn Kord	SOI	Shadows over Innistrad
Arlinn, Embraced by the Moon	SOI	Shadows over Innistrad
Fevered Visions	SOI	Shadows over Innistrad
The Gitrog Monster	SOI	Shadows over Innistrad
Invocation of Saint Traft	SOI	Shadows over Innistrad
Nahiri, the Harbinger	SOI	Shadows over Innistrad
Olivia, Mobilized for War	SOI	Shadows over Innistrad
Prized Amalgam	SOI	Shadows over Innistrad
Sigarda, Heron's Grace	SOI	Shadows over Innistrad
Sorin, Grim Nemesis	SOI	Shadows over Innistrad
Brain in a Jar	SOI	Shadows over Innistrad
Corrupted Grafstone	SOI	Shadows over Innistrad
Epitaph Golem	SOI	Shadows over Innistrad
Explosive Apparatus	SOI	Shadows over Innistrad
Harvest Hand	SOI	Shadows over Innistrad
Scrounged Scythe	SOI	Shadows over Innistrad
Haunted Cloak	SOI	Shadows over Innistrad
Magnifying Glass	SOI	Shadows over Innistrad
Murderer's Axe	SOI	Shadows over Innistrad
Neglected Heirloom	SOI	Shadows over Innistrad
Ashmouth Blade	SOI	Shadows over Innistrad
Runaway Carriage	SOI	Shadows over Innistrad
Shard of Broken Glass	SOI	Shadows over Innistrad
Skeleton Key	SOI	Shadows over Innistrad
Slayer's Plate	SOI	Shadows over Innistrad
Tamiyo's Journal	SOI	Shadows over Innistrad
Thraben Gargoyle	SOI	Shadows over Innistrad
Stonewing Antagonizer	SOI	Shadows over Innistrad
True-Faith Censer	SOI	Shadows over Innistrad
Wicker Witch	SOI	Shadows over Innistrad
Wild-Field Scarecrow	SOI	Shadows over Innistrad
Choked Estuary	SOI	Shadows over Innistrad
Drownyard Temple	SOI	Shadows over Innistrad
Foreboding Ruins	SOI	Shadows over Innistrad
Forsaken Sanctuary	SOI	Shadows over Innistrad
Fortified Village	SOI	Shadows over Innistrad
Foul Orchard	SOI	Shadows over Innistrad
Game Trail	SOI	Shadows over Innistrad
Highland Lake	SOI	Shadows over Innistrad
Port Town	SOI	Shadows over Innistrad
Stone Quarry	SOI	Shadows over Innistrad
Warped Landscape	SOI	Shadows over Innistrad
Westvale Abbey	SOI	Shadows over Innistrad
Ormendahl, Profane Prince	SOI	Shadows over Innistrad
Woodland Stream	SOI	Shadows over Innistrad
Plains	SOI	Shadows over Innistrad
Plains	SOI	Shadows over Innistrad
Plains	SOI	Shadows over Innistrad
Island	SOI	Shadows over Innistrad
Island	SOI	Shadows over Innistrad
Island	SOI	Shadows over Innistrad
Swamp	SOI	Shadows over Innistrad
Swamp	SOI	Shadows over Innistrad
Swamp	SOI	Shadows over Innistrad
Mountain	SOI	Shadows over Innistrad
Mountain	SOI	Shadows over Innistrad
Mountain	SOI	Shadows over Innistrad
Forest	SOI	Shadows over Innistrad
Forest	SOI	Shadows over Innistrad
Forest	SOI	Shadows over Innistrad
Apothecary Initiate	SHM	Shadowmoor
Armored Ascension	SHM	Shadowmoor
Ballynock Cohort	SHM	Shadowmoor
Barrenton Medic	SHM	Shadowmoor
Boon Reflection	SHM	Shadowmoor
Goldenglow Moth	SHM	Shadowmoor
Greater Auramancy	SHM	Shadowmoor
Inquisitor's Snare	SHM	Shadowmoor
Kithkin Rabble	SHM	Shadowmoor
Kithkin Shielddare	SHM	Shadowmoor
Last Breath	SHM	Shadowmoor
Mass Calcify	SHM	Shadowmoor
Mine Excavation	SHM	Shadowmoor
Mistmeadow Skulk	SHM	Shadowmoor
Niveous Wisps	SHM	Shadowmoor
Order of Whiteclay	SHM	Shadowmoor
Pale Wayfarer	SHM	Shadowmoor
Prison Term	SHM	Shadowmoor
Resplendent Mentor	SHM	Shadowmoor
Rune-Cervin Rider	SHM	Shadowmoor
Runed Halo	SHM	Shadowmoor
Safehold Sentry	SHM	Shadowmoor
Spectral Procession	SHM	Shadowmoor
Strip Bare	SHM	Shadowmoor
Twilight Shepherd	SHM	Shadowmoor
Windbrisk Raptor	SHM	Shadowmoor
Woeleecher	SHM	Shadowmoor
Advice from the Fae	SHM	Shadowmoor
Biting Tether	SHM	Shadowmoor
Briarberry Cohort	SHM	Shadowmoor
Cerulean Wisps	SHM	Shadowmoor
Consign to Dream	SHM	Shadowmoor
Counterbore	SHM	Shadowmoor
Cursecatcher	SHM	Shadowmoor
Deepchannel Mentor	SHM	Shadowmoor
Drowner Initiate	SHM	Shadowmoor
Faerie Swarm	SHM	Shadowmoor
Flow of Ideas	SHM	Shadowmoor
Ghastly Discovery	SHM	Shadowmoor
Isleback Spawn	SHM	Shadowmoor
Kinscaer Harpoonist	SHM	Shadowmoor
Knacksaw Clique	SHM	Shadowmoor
Leech Bonder	SHM	Shadowmoor
Merrow Wavebreakers	SHM	Shadowmoor
Parapet Watchers	SHM	Shadowmoor
Prismwake Merrow	SHM	Shadowmoor
Puca's Mischief	SHM	Shadowmoor
Put Away	SHM	Shadowmoor
River Kelpie	SHM	Shadowmoor
Savor the Moment	SHM	Shadowmoor
Sinking Feeling	SHM	Shadowmoor
Spell Syphon	SHM	Shadowmoor
Thought Reflection	SHM	Shadowmoor
Whimwader	SHM	Shadowmoor
Aphotic Wisps	SHM	Shadowmoor
Ashenmoor Cohort	SHM	Shadowmoor
Beseech the Queen	SHM	Shadowmoor
Blowfly Infestation	SHM	Shadowmoor
Cinderbones	SHM	Shadowmoor
Cinderhaze Wretch	SHM	Shadowmoor
Corrosive Mentor	SHM	Shadowmoor
Corrupt	SHM	Shadowmoor
Crowd of Cinders	SHM	Shadowmoor
Disturbing Plot	SHM	Shadowmoor
Dusk Urchins	SHM	Shadowmoor
Faerie Macabre	SHM	Shadowmoor
Gloomlance	SHM	Shadowmoor
Hollowborn Barghest	SHM	Shadowmoor
Hollowsage	SHM	Shadowmoor
Incremental Blight	SHM	Shadowmoor
Loch Korrigan	SHM	Shadowmoor
Midnight Banshee	SHM	Shadowmoor
Plague of Vermin	SHM	Shadowmoor
Polluted Bonds	SHM	Shadowmoor
Puppeteer Clique	SHM	Shadowmoor
Rite of Consumption	SHM	Shadowmoor
Sickle Ripper	SHM	Shadowmoor
Smolder Initiate	SHM	Shadowmoor
Splitting Headache	SHM	Shadowmoor
Torture	SHM	Shadowmoor
Wound Reflection	SHM	Shadowmoor
Blistering Dieflyn	SHM	Shadowmoor
Bloodmark Mentor	SHM	Shadowmoor
Bloodshed Fever	SHM	Shadowmoor
Boggart Arsonists	SHM	Shadowmoor
Burn Trail	SHM	Shadowmoor
Cragganwick Cremator	SHM	Shadowmoor
Crimson Wisps	SHM	Shadowmoor
Deep-Slumber Titan	SHM	Shadowmoor
Elemental Mastery	SHM	Shadowmoor
Ember Gale	SHM	Shadowmoor
Flame Javelin	SHM	Shadowmoor
Furystoke Giant	SHM	Shadowmoor
Horde of Boggarts	SHM	Shadowmoor
Inescapable Brute	SHM	Shadowmoor
Intimidator Initiate	SHM	Shadowmoor
Jaws of Stone	SHM	Shadowmoor
Knollspine Dragon	SHM	Shadowmoor
Knollspine Invocation	SHM	Shadowmoor
Mudbrawler Cohort	SHM	Shadowmoor
Power of Fire	SHM	Shadowmoor
Puncture Bolt	SHM	Shadowmoor
Pyre Charger	SHM	Shadowmoor
Rage Reflection	SHM	Shadowmoor
Rustrazor Butcher	SHM	Shadowmoor
Slinking Giant	SHM	Shadowmoor
Smash to Smithereens	SHM	Shadowmoor
Wild Swing	SHM	Shadowmoor
Crabapple Cohort	SHM	Shadowmoor
Devoted Druid	SHM	Shadowmoor
Dramatic Entrance	SHM	Shadowmoor
Drove of Elves	SHM	Shadowmoor
Farhaven Elf	SHM	Shadowmoor
Flourishing Defenses	SHM	Shadowmoor
Foxfire Oak	SHM	Shadowmoor
Gleeful Sabotage	SHM	Shadowmoor
Gloomwidow	SHM	Shadowmoor
Gloomwidow's Feast	SHM	Shadowmoor
Howl of the Night Pack	SHM	Shadowmoor
Hungry Spriggan	SHM	Shadowmoor
Juvenile Gloomwidow	SHM	Shadowmoor
Mana Reflection	SHM	Shadowmoor
Mossbridge Troll	SHM	Shadowmoor
Nurturer Initiate	SHM	Shadowmoor
Presence of Gond	SHM	Shadowmoor
Prismatic Omen	SHM	Shadowmoor
Raking Canopy	SHM	Shadowmoor
Roughshod Mentor	SHM	Shadowmoor
Spawnwrithe	SHM	Shadowmoor
Toil to Renown	SHM	Shadowmoor
Tower Above	SHM	Shadowmoor
Viridescent Wisps	SHM	Shadowmoor
Wildslayer Elves	SHM	Shadowmoor
Witherscale Wurm	SHM	Shadowmoor
Woodfall Primus	SHM	Shadowmoor
Aethertow	SHM	Shadowmoor
Augury Adept	SHM	Shadowmoor
Barrenton Cragtreads	SHM	Shadowmoor
Curse of Chains	SHM	Shadowmoor
Enchanted Evening	SHM	Shadowmoor
Glamer Spinners	SHM	Shadowmoor
Godhead of Awe	SHM	Shadowmoor
Mirrorweave	SHM	Shadowmoor
Mistmeadow Witch	SHM	Shadowmoor
Plumeveil	SHM	Shadowmoor
Puresight Merrow	SHM	Shadowmoor
Repel Intruders	SHM	Shadowmoor
Silkbind Faerie	SHM	Shadowmoor
Somnomancer	SHM	Shadowmoor
Steel of the Godhead	SHM	Shadowmoor
Swans of Bryn Argoll	SHM	Shadowmoor
Thistledown Duo	SHM	Shadowmoor
Thistledown Liege	SHM	Shadowmoor
Thoughtweft Gambit	SHM	Shadowmoor
Turn to Mist	SHM	Shadowmoor
Worldpurge	SHM	Shadowmoor
Zealous Guardian	SHM	Shadowmoor
Cemetery Puca	SHM	Shadowmoor
Dire Undercurrents	SHM	Shadowmoor
Dream Salvage	SHM	Shadowmoor
Fate Transfer	SHM	Shadowmoor
Ghastlord of Fugue	SHM	Shadowmoor
Glen Elendra Liege	SHM	Shadowmoor
Gravelgill Axeshark	SHM	Shadowmoor
Gravelgill Duo	SHM	Shadowmoor
Helm of the Ghastlord	SHM	Shadowmoor
Inkfathom Infiltrator	SHM	Shadowmoor
Inkfathom Witch	SHM	Shadowmoor
Memory Plunder	SHM	Shadowmoor
Memory Sluice	SHM	Shadowmoor
Merrow Grimeblotter	SHM	Shadowmoor
Oona, Queen of the Fae	SHM	Shadowmoor
Oona's Gatewarden	SHM	Shadowmoor
River's Grasp	SHM	Shadowmoor
Scarscale Ritual	SHM	Shadowmoor
Sygg, River Cutthroat	SHM	Shadowmoor
Torpor Dust	SHM	Shadowmoor
Wanderbrine Rootcutters	SHM	Shadowmoor
Wasp Lancer	SHM	Shadowmoor
Ashenmoor Gouger	SHM	Shadowmoor
Ashenmoor Liege	SHM	Shadowmoor
Cultbrand Cinder	SHM	Shadowmoor
Demigod of Revenge	SHM	Shadowmoor
Din of the Fireherd	SHM	Shadowmoor
Emberstrike Duo	SHM	Shadowmoor
Everlasting Torment	SHM	Shadowmoor
Fists of the Demigod	SHM	Shadowmoor
Fulminator Mage	SHM	Shadowmoor
Grief Tyrant	SHM	Shadowmoor
Kulrath Knight	SHM	Shadowmoor
Manaforge Cinder	SHM	Shadowmoor
Murderous Redcap	SHM	Shadowmoor
Poison the Well	SHM	Shadowmoor
Scar	SHM	Shadowmoor
Sootstoke Kindler	SHM	Shadowmoor
Sootwalkers	SHM	Shadowmoor
Spiteflame Witch	SHM	Shadowmoor
Spiteful Visions	SHM	Shadowmoor
Torrent of Souls	SHM	Shadowmoor
