name	set_code	set_name
Alhammarret, High Arbiter	pPRE	Prerelease Events
Chandra's Ignition	pPRE	Prerelease Events
Chandra, Fire of Kaladesh	pPRE	Prerelease Events
Dark Petition	pPRE	Prerelease Events
Despoiler of Souls	pPRE	Prerelease Events
Dwynen, Gilt-Leaf Daen	pPRE	Prerelease Events
Embermaw Hellion	pPRE	Prerelease Events
Evolutionary Leap	pPRE	Prerelease Events
Exquisite Firecraft	pPRE	Prerelease Events
Gaea's Revenge	pPRE	Prerelease Events
Gideon's Phalanx	pPRE	Prerelease Events
Gilt-Leaf Winnower	pPRE	Prerelease Events
Goblin Piledriver	pPRE	Prerelease Events
Graveblade Marauder	pPRE	Prerelease Events
Harbinger of the Tides	pPRE	Prerelease Events
Hixus, Prison Warden	pPRE	Prerelease Events
Honored Hierarch	pPRE	Prerelease Events
Jace, Vryn's Prodigy	pPRE	Prerelease Events
Knight of the White Orchid	pPRE	Prerelease Events
Kothophed, Soul Hoarder	pPRE	Prerelease Events
Kytheon's Irregulars	pPRE	Prerelease Events
Kytheon, Hero of Akros	pPRE	Prerelease Events
Languish	pPRE	Prerelease Events
Liliana, Heretical Healer	pPRE	Prerelease Events
Managorger Hydra	pPRE	Prerelease Events
Mizzium Meddler	pPRE	Prerelease Events
Nissa's Revelation	pPRE	Prerelease Events
Nissa, Vastwood Seer	pPRE	Prerelease Events
Outland Colossus	pPRE	Prerelease Events
Pia and Kiran Nalaar	pPRE	Prerelease Events
Priest of the Blood Rite	pPRE	Prerelease Events
Relic Seeker	pPRE	Prerelease Events
Scab-Clan Berserker	pPRE	Prerelease Events
Soulblade Djinn	pPRE	Prerelease Events
Talent of the Telepath	pPRE	Prerelease Events
Thopter Spy Network	pPRE	Prerelease Events
Tragic Arrogance	pPRE	Prerelease Events
Vryn Wingmare	pPRE	Prerelease Events
Willbreaker	pPRE	Prerelease Events
Akoum Firebird	pPRE	Prerelease Events
Akoum Hellkite	pPRE	Prerelease Events
Aligned Hedron Network	pPRE	Prerelease Events
Ally Encampment	pPRE	Prerelease Events
Angelic Captain	pPRE	Prerelease Events
Barrage Tyrant	pPRE	Prerelease Events
Beastcaller Savant	pPRE	Prerelease Events
Blight Herder	pPRE	Prerelease Events
Bring to Light	pPRE	Prerelease Events
Brood Butcher	pPRE	Prerelease Events
Brutal Expulsion	pPRE	Prerelease Events
Canopy Vista	pPRE	Prerelease Events
Cinder Glade	pPRE	Prerelease Events
Conduit of Ruin	pPRE	Prerelease Events
Defiant Bloodlord	pPRE	Prerelease Events
Desolation Twin	pPRE	Prerelease Events
Dragonmaster Outcast	pPRE	Prerelease Events
Drana, Liberator of Malakir	pPRE	Prerelease Events
Drowner of Hope	pPRE	Prerelease Events
Dust Stalker	pPRE	Prerelease Events
Emeria Shepherd	pPRE	Prerelease Events
Endless One	pPRE	Prerelease Events
Exert Influence	pPRE	Prerelease Events
Fathom Feeder	pPRE	Prerelease Events
Felidar Sovereign	pPRE	Prerelease Events
From Beyond	pPRE	Prerelease Events
Gideon, Ally of Zendikar	pPRE	Prerelease Events
Greenwarden of Murasa	pPRE	Prerelease Events
Gruesome Slaughter	pPRE	Prerelease Events
Guardian of Tazeem	pPRE	Prerelease Events
Guul Draz Overseer	pPRE	Prerelease Events
Hero of Goma Fada	pPRE	Prerelease Events
Kiora, Master of the Depths	pPRE	Prerelease Events
Lantern Scout	pPRE	Prerelease Events
Lumbering Falls	pPRE	Prerelease Events
March from the Tomb	pPRE	Prerelease Events
Munda, Ambush Leader	pPRE	Prerelease Events
Nissa's Renewal	pPRE	Prerelease Events
Noyan Dar, Roil Shaper	pPRE	Prerelease Events
Ob Nixilis Reignited	pPRE	Prerelease Events
Oblivion Sower	pPRE	Prerelease Events
Omnath, Locus of Rage	pPRE	Prerelease Events
Oran-Rief Hydra	pPRE	Prerelease Events
Painful Truths	pPRE	Prerelease Events
Part the Waterveil	pPRE	Prerelease Events
Planar Outburst	pPRE	Prerelease Events
Prairie Stream	pPRE	Prerelease Events
Prism Array	pPRE	Prerelease Events
Quarantine Field	pPRE	Prerelease Events
Radiant Flames	pPRE	Prerelease Events
Ruinous Path	pPRE	Prerelease Events
Sanctum of Ugin	pPRE	Prerelease Events
Scatter to the Winds	pPRE	Prerelease Events
Serpentine Spike	pPRE	Prerelease Events
Shambling Vent	pPRE	Prerelease Events
Shrine of the Forsaken Gods	pPRE	Prerelease Events
Sire of Stagnation	pPRE	Prerelease Events
Smoldering Marsh	pPRE	Prerelease Events
Smothering Abomination	pPRE	Prerelease Events
Sunken Hollow	pPRE	Prerelease Events
Ugin's Insight	pPRE	Prerelease Events
Ulamog, the Ceaseless Hunger	pPRE	Prerelease Events
Undergrowth Champion	pPRE	Prerelease Events
Veteran Warleader	pPRE	Prerelease Events
Void Winnower	pPRE	Prerelease Events
Wasteland Strangler	pPRE	Prerelease Events
Woodland Wanderer	pPRE	Prerelease Events
Zada, Hedron Grinder	pPRE	Prerelease Events
Armored Pegasus	pPOD	Portal Demo Game
Bull Hippo	pPOD	Portal Demo Game
Cloud Pirates	pPOD	Portal Demo Game
Feral Shadow	pPOD	Portal Demo Game
Snapping Drake	pPOD	Portal Demo Game
Storm Crow	pPOD	Portal Demo Game
Wasteland	pMPR	Magic Player Rewards
Voidmage Prodigy	pMPR	Magic Player Rewards
Powder Keg	pMPR	Magic Player Rewards
Psychatog	pMPR	Magic Player Rewards
Terror	pMPR	Magic Player Rewards
Fireball	pMPR	Magic Player Rewards
Oxidize	pMPR	Magic Player Rewards
Mana Leak	pMPR	Magic Player Rewards
Reciprocate	pMPR	Magic Player Rewards
Hypnotic Specter	pMPR	Magic Player Rewards
Hinder	pMPR	Magic Player Rewards
Pyroclasm	pMPR	Magic Player Rewards
Giant Growth	pMPR	Magic Player Rewards
Putrefy	pMPR	Magic Player Rewards
Zombify	pMPR	Magic Player Rewards
Lightning Helix	pMPR	Magic Player Rewards
Wrath of God	pMPR	Magic Player Rewards
Condemn	pMPR	Magic Player Rewards
Mortify	pMPR	Magic Player Rewards
Psionic Blast	pMPR	Magic Player Rewards
Cruel Edict	pMPR	Magic Player Rewards
Disenchant	pMPR	Magic Player Rewards
Recollect	pMPR	Magic Player Rewards
Damnation	pMPR	Magic Player Rewards
Tidings	pMPR	Magic Player Rewards
Incinerate	pMPR	Magic Player Rewards
Mana Tithe	pMPR	Magic Player Rewards
Harmonize	pMPR	Magic Player Rewards
Ponder	pMPR	Magic Player Rewards
Corrupt	pMPR	Magic Player Rewards
Cryptic Command	pMPR	Magic Player Rewards
Flame Javelin	pMPR	Magic Player Rewards
Unmake	pMPR	Magic Player Rewards
Nameless Inversion	pMPR	Magic Player Rewards
Remove Soul	pMPR	Magic Player Rewards
Blightning	pMPR	Magic Player Rewards
Rampant Growth	pMPR	Magic Player Rewards
Negate	pMPR	Magic Player Rewards
Terminate	pMPR	Magic Player Rewards
Lightning Bolt	pMPR	Magic Player Rewards
Cancel	pMPR	Magic Player Rewards
Sign in Blood	pMPR	Magic Player Rewards
Infest	pMPR	Magic Player Rewards
Volcanic Fallout	pMPR	Magic Player Rewards
Celestial Purge	pMPR	Magic Player Rewards
Bituminous Blast	pMPR	Magic Player Rewards
Burst Lightning	pMPR	Magic Player Rewards
Harrow	pMPR	Magic Player Rewards
Day of Judgment	pMPR	Magic Player Rewards
Brave the Elements	pMPR	Magic Player Rewards
Doom Blade	pMPR	Magic Player Rewards
Treasure Hunt	pMPR	Magic Player Rewards
Searing Blaze	pMPR	Magic Player Rewards
Reya Dawnbringer	pMGD	Magic Game Day
Liliana's Specter	pMGD	Magic Game Day
Mitotic Slime	pMGD	Magic Game Day
Memnite	pMGD	Magic Game Day
Tempered Steel	pMGD	Magic Game Day
Treasure Mage	pMGD	Magic Game Day
Black Sun's Zenith	pMGD	Magic Game Day
Myr Superion	pMGD	Magic Game Day
Priest of Urabrask	pMGD	Magic Game Day
Stormblood Berserker	pMGD	Magic Game Day
Dungrove Elder	pMGD	Magic Game Day
Diregraf Ghoul	pMGD	Magic Game Day
Elite Inquisitor	pMGD	Magic Game Day
Zombie Apocalypse	pMGD	Magic Game Day
Strangleroot Geist	pMGD	Magic Game Day
Suture Priest	pMGD	Magic Game Day
Pristine Talisman	pMGD	Magic Game Day
Latch Seeker	pMGD	Magic Game Day
Killing Wave	pMGD	Magic Game Day
Magmaquake	pMGD	Magic Game Day
Mwonvuli Beast Tracker	pMGD	Magic Game Day
Cryptborn Horror	pMGD	Magic Game Day
Dryad Militant	pMGD	Magic Game Day
Firemane Avenger	pMGD	Magic Game Day
Zameck Guildmage	pMGD	Magic Game Day
Melek, Izzet Paragon	pMGD	Magic Game Day
Trostani's Summoner	pMGD	Magic Game Day
Hive Stirrings	pMGD	Magic Game Day
Goblin Diplomats	pMGD	Magic Game Day
Phalanx Leader	pMGD	Magic Game Day
Nighthowler	pMGD	Magic Game Day
Pain Seer	pMGD	Magic Game Day
Kiora's Follower	pMGD	Magic Game Day
Squelching Leeches	pMGD	Magic Game Day
Dictate of Kruphix	pMGD	Magic Game Day
Hall of Triumph	pMGD	Magic Game Day
Heir of the Wilds	pMGD	Magic Game Day
Utter End	pMGD	Magic Game Day
Reclamation Sage	pMGD	Magic Game Day
Chief Engineer	pMGD	Magic Game Day
Mardu Shadowspear	pMGD	Magic Game Day
Supplant Form	pMGD	Magic Game Day
Thunderbreak Regent	pMGD	Magic Game Day
Scaleguard Sentinels	pMGD	Magic Game Day
Conclave Naturalists	pMGD	Magic Game Day
Languish	pMGD	Magic Game Day
Stasis Snare	pMGD	Magic Game Day
Radiant Flames	pMGD	Magic Game Day
Immolating Glare	pMGD	Magic Game Day
Jori En, Ruin Diver	pMGD	Magic Game Day
Arena	pMEI	Media Inserts
Sewers of Estark	pMEI	Media Inserts
Nalathni Dragon	pMEI	Media Inserts
Fireball	pMEI	Media Inserts
Blue Elemental Blast	pMEI	Media Inserts
Mana Crypt	pMEI	Media Inserts
Windseeker Centaur	pMEI	Media Inserts
Giant Badger	pMEI	Media Inserts
Scent of Cinder	pMEI	Media Inserts
Lightning Hounds	pMEI	Media Inserts
Spined Wurm	pMEI	Media Inserts
Warmonger	pMEI	Media Inserts
Silver Drake	pMEI	Media Inserts
Phyrexian Rager	pMEI	Media Inserts
Jace Beleren	pMEI	Media Inserts
Garruk Wildspeaker	pMEI	Media Inserts
Brion Stoutarm	pMEI	Media Inserts
Jaya Ballard, Task Mage	pMEI	Media Inserts
Broodmate Dragon	pMEI	Media Inserts
Honor of the Pure	pMEI	Media Inserts
Steward of Valeron	pMEI	Media Inserts
Day of Judgment	pMEI	Media Inserts
Celestial Colonnade	pMEI	Media Inserts
Retaliator Griffin	pMEI	Media Inserts
Kor Skyfisher	pMEI	Media Inserts
Guul Draz Assassin	pMEI	Media Inserts
Nissa Revane	pMEI	Media Inserts
Birds of Paradise	pMEI	Media Inserts
Memoricide	pMEI	Media Inserts
Liliana Vess	pMEI	Media Inserts
Bloodthrone Vampire	pMEI	Media Inserts
Mirran Crusader	pMEI	Media Inserts
Surgical Extraction	pMEI	Media Inserts
Frost Titan	pMEI	Media Inserts
Grave Titan	pMEI	Media Inserts
Inferno Titan	pMEI	Media Inserts
Chandra's Phoenix	pMEI	Media Inserts
Treasure Hunt	pMEI	Media Inserts
Faithless Looting	pMEI	Media Inserts
Devil's Play	pMEI	Media Inserts
Gravecrawler	pMEI	Media Inserts
Electrolyze	pMEI	Media Inserts
Feast of Blood	pMEI	Media Inserts
Silverblade Paladin	pMEI	Media Inserts
Merfolk Mesmerist	pMEI	Media Inserts
Knight Exemplar	pMEI	Media Inserts
Sunblast Angel	pMEI	Media Inserts
Serra Avatar	pMEI	Media Inserts
Primordial Hydra	pMEI	Media Inserts
Vampire Nocturnus	pMEI	Media Inserts
Cathedral of War	pMEI	Media Inserts
Terastodon	pMEI	Media Inserts
Arrest	pMEI	Media Inserts
Consume Spirit	pMEI	Media Inserts
Dreg Mangler	pMEI	Media Inserts
Supreme Verdict	pMEI	Media Inserts
Standstill	pMEI	Media Inserts
Breath of Malfegor	pMEI	Media Inserts
Angel of Glory's Rise	pMEI	Media Inserts
Turnabout	pMEI	Media Inserts
Nightveil Specter	pMEI	Media Inserts
Voidmage Husher	pMEI	Media Inserts
Ogre Arsonist	pMEI	Media Inserts
Corrupt	pMEI	Media Inserts
Chandra's Fury	pMEI	Media Inserts
Render Silent	pMEI	Media Inserts
Ratchet Bomb	pMEI	Media Inserts
Bonescythe Sliver	pMEI	Media Inserts
Ogre Battledriver	pMEI	Media Inserts
Scavenging Ooze	pMEI	Media Inserts
Hamletback Goliath	pMEI	Media Inserts
Ajani, Caller of the Pride	pMEI	Media Inserts
Jace, Memory Adept	pMEI	Media Inserts
Liliana of the Dark Realms	pMEI	Media Inserts
Chandra, Pyromaster	pMEI	Media Inserts
Garruk, Caller of Beasts	pMEI	Media Inserts
Sylvan Caryatid	pMEI	Media Inserts
Karametra's Acolyte	pMEI	Media Inserts
Fated Conflagration	pMEI	Media Inserts
High Tide	pMEI	Media Inserts
Gaze of Granite	pMEI	Media Inserts
Wash Out	pMEI	Media Inserts
Acquire	pMEI	Media Inserts
Duress	pMEI	Media Inserts
Eidolon of Blossoms	pMEI	Media Inserts
Magister of Worth	pMEI	Media Inserts
Soul of Ravnica	pMEI	Media Inserts
Soul of Zendikar	pMEI	Media Inserts
Stealer of Secrets	pMEI	Media Inserts
Angelic Skirmisher	pMEI	Media Inserts
Xathrid Necromancer	pMEI	Media Inserts
Rattleclaw Mystic	pMEI	Media Inserts
Ankle Shanker	pMEI	Media Inserts
Avalanche Tusker	pMEI	Media Inserts
Ivorytusk Fortress	pMEI	Media Inserts
Rakshasa Vizier	pMEI	Media Inserts
Sage of the Inward Eye	pMEI	Media Inserts
Goblin Rabblemaster	pMEI	Media Inserts
Ajani Steadfast	pMEI	Media Inserts
Jace, the Living Guildpact	pMEI	Media Inserts
Liliana Vess	pMEI	Media Inserts
Chandra, Pyromaster	pMEI	Media Inserts
Nissa, Worldwaker	pMEI	Media Inserts
Garruk, Apex Predator	pMEI	Media Inserts
Shamanic Revelation	pMEI	Media Inserts
Ojutai's Command	pMEI	Media Inserts
Dragonscale General	pMEI	Media Inserts
Sage-Eye Avengers	pMEI	Media Inserts
Archfiend of Depravity	pMEI	Media Inserts
Flamerush Rider	pMEI	Media Inserts
Temur War Shaman	pMEI	Media Inserts
Arashin Sovereign	pMEI	Media Inserts
Pristine Skywise	pMEI	Media Inserts
Necromaster Dragon	pMEI	Media Inserts
Boltwing Marauder	pMEI	Media Inserts
Harbinger of the Hunt	pMEI	Media Inserts
Sultai Charm	pMEI	Media Inserts
Aeronaut Tinkerer	pMEI	Media Inserts
Dragon Fodder	pMEI	Media Inserts
Dragonlord's Servant	pMEI	Media Inserts
Evolving Wilds	pMEI	Media Inserts
Foe-Razer Regent	pMEI	Media Inserts
Relic Seeker	pMEI	Media Inserts
Alhammarret, High Arbiter	pMEI	Media Inserts
Dwynen, Gilt-Leaf Daen	pMEI	Media Inserts
Hixus, Prison Warden	pMEI	Media Inserts
Kothophed, Soul Hoarder	pMEI	Media Inserts
Pia and Kiran Nalaar	pMEI	Media Inserts
Ruinous Path	pMEI	Media Inserts
Hero of Goma Fada	pMEI	Media Inserts
Drowner of Hope	pMEI	Media Inserts
Defiant Bloodlord	pMEI	Media Inserts
Barrage Tyrant	pMEI	Media Inserts
Oran-Rief Hydra	pMEI	Media Inserts
Scythe Leopard	pMEI	Media Inserts
Genesis Hydra	pMEI	Media Inserts
Munda's Vanguard	pMEI	Media Inserts
Deepfathom Skulker	pMEI	Media Inserts
Dread Defiler	pMEI	Media Inserts
Tyrant of Valakut	pMEI	Media Inserts
Gladehart Cavalry	pMEI	Media Inserts
Goblin Dark-Dwellers	pMEI	Media Inserts
Earwig Squad	pLPA	Launch Parties
Vexing Shusher	pLPA	Launch Parties
Figure of Destiny	pLPA	Launch Parties
Ajani Vengeant	pLPA	Launch Parties
Obelisk of Alara	pLPA	Launch Parties
Knight of New Alara	pLPA	Launch Parties
Ant Queen	pLPA	Launch Parties
Valakut, the Molten Pinnacle	pLPA	Launch Parties
Joraga Warcaller	pLPA	Launch Parties
Lord of Shatterskull Pass	pLPA	Launch Parties
Ancient Hellkite	pLPA	Launch Parties
Steel Hellkite	pLPA	Launch Parties
Thopter Assembly	pLPA	Launch Parties
Phyrexian Metamorph	pLPA	Launch Parties
Garruk's Horde	pLPA	Launch Parties
Ludevic's Test Subject	pLPA	Launch Parties
Ludevic's Abomination	pLPA	Launch Parties
Mondronen Shaman	pLPA	Launch Parties
Tovolar's Magehunter	pLPA	Launch Parties
Restoration Angel	pLPA	Launch Parties
Staff of Nin	pLPA	Launch Parties
Deadbridge Goliath	pLPA	Launch Parties
Skarrg Goliath	pLPA	Launch Parties
Breaking	pLPA	Launch Parties
Entering	pLPA	Launch Parties
Colossal Whale	pLPA	Launch Parties
Bident of Thassa	pLPA	Launch Parties
Tromokratis	pLPA	Launch Parties
Dictate of the Twin Gods	pLPA	Launch Parties
Dragon Throne of Tarkir	pLPA	Launch Parties
In Garruk's Wake	pLPA	Launch Parties
Sandsteppe Mastodon	pLPA	Launch Parties
Deathbringer Regent	pLPA	Launch Parties
Mizzium Meddler	pLPA	Launch Parties
Blight Herder	pLPA	Launch Parties
Endbringer	pLPA	Launch Parties
Counterspell	pLGM	Legend Membership
Incinerate	pLGM	Legend Membership
Lightning Bolt	pJGP	Judge Gift Program
Stroke of Genius	pJGP	Judge Gift Program
Gaea's Cradle	pJGP	Judge Gift Program
Memory Lapse	pJGP	Judge Gift Program
Counterspell	pJGP	Judge Gift Program
Vampiric Tutor	pJGP	Judge Gift Program
Ball Lightning	pJGP	Judge Gift Program
Oath of Druids	pJGP	Judge Gift Program
Hammer of Bogardan	pJGP	Judge Gift Program
Tradewind Rider	pJGP	Judge Gift Program
Intuition	pJGP	Judge Gift Program
Argothian Enchantress	pJGP	Judge Gift Program
Living Death	pJGP	Judge Gift Program
Armageddon	pJGP	Judge Gift Program
Balance	pJGP	Judge Gift Program
Time Warp	pJGP	Judge Gift Program
Phyrexian Negator	pJGP	Judge Gift Program
Deranged Hermit	pJGP	Judge Gift Program
Hermit Druid	pJGP	Judge Gift Program
Gemstone Mine	pJGP	Judge Gift Program
Regrowth	pJGP	Judge Gift Program
Sol Ring	pJGP	Judge Gift Program
Mishra's Factory	pJGP	Judge Gift Program
Exalted Angel	pJGP	Judge Gift Program
Grim Lavamancer	pJGP	Judge Gift Program
Meddling Mage	pJGP	Judge Gift Program
Pernicious Deed	pJGP	Judge Gift Program
Ravenous Baloth	pJGP	Judge Gift Program
Cunning Wish	pJGP	Judge Gift Program
Yawgmoth's Will	pJGP	Judge Gift Program
Vindicate	pJGP	Judge Gift Program
Decree of Justice	pJGP	Judge Gift Program
Orim's Chant	pJGP	Judge Gift Program
Mind's Desire	pJGP	Judge Gift Program
Demonic Tutor	pJGP	Judge Gift Program
Goblin Piledriver	pJGP	Judge Gift Program
Living Wish	pJGP	Judge Gift Program
Dark Ritual	pJGP	Judge Gift Program
Maze of Ith	pJGP	Judge Gift Program
Stifle	pJGP	Judge Gift Program
Survival of the Fittest	pJGP	Judge Gift Program
Burning Wish	pJGP	Judge Gift Program
Bloodstained Mire	pJGP	Judge Gift Program
Flooded Strand	pJGP	Judge Gift Program
Polluted Delta	pJGP	Judge Gift Program
Windswept Heath	pJGP	Judge Gift Program
Wooded Foothills	pJGP	Judge Gift Program
Sinkhole	pJGP	Judge Gift Program
Natural Order	pJGP	Judge Gift Program
Phyrexian Dreadnought	pJGP	Judge Gift Program
Thawing Glaciers	pJGP	Judge Gift Program
Land Tax	pJGP	Judge Gift Program
Morphling	pJGP	Judge Gift Program
Wheel of Fortune	pJGP	Judge Gift Program
Wasteland	pJGP	Judge Gift Program
Entomb	pJGP	Judge Gift Program
Sword of Fire and Ice	pJGP	Judge Gift Program
Vendilion Clique	pJGP	Judge Gift Program
Bitterblossom	pJGP	Judge Gift Program
Mana Crypt	pJGP	Judge Gift Program
Dark Confidant	pJGP	Judge Gift Program
Doubling Season	pJGP	Judge Gift Program
Goblin Welder	pJGP	Judge Gift Program
Xiahou Dun, the One-Eyed	pJGP	Judge Gift Program
Flusterstorm	pJGP	Judge Gift Program
Noble Hierarch	pJGP	Judge Gift Program
Karmic Guide	pJGP	Judge Gift Program
Sneak Attack	pJGP	Judge Gift Program
Karakas	pJGP	Judge Gift Program
Sword of Light and Shadow	pJGP	Judge Gift Program
Command Tower	pJGP	Judge Gift Program
Swords to Plowshares	pJGP	Judge Gift Program
Bribery	pJGP	Judge Gift Program
Imperial Recruiter	pJGP	Judge Gift Program
Crucible of Worlds	pJGP	Judge Gift Program
Overwhelming Forces	pJGP	Judge Gift Program
Show and Tell	pJGP	Judge Gift Program
Vindicate	pJGP	Judge Gift Program
Genesis	pJGP	Judge Gift Program
Karador, Ghost Chieftain	pJGP	Judge Gift Program
Greater Good	pJGP	Judge Gift Program
Riku of Two Reflections	pJGP	Judge Gift Program
Force of Will	pJGP	Judge Gift Program
Hanna, Ship's Navigator	pJGP	Judge Gift Program
Sword of Feast and Famine	pJGP	Judge Gift Program
Nekusar, the Mindrazer	pJGP	Judge Gift Program
Elesh Norn, Grand Cenobite	pJGP	Judge Gift Program
Oloro, Ageless Ascetic	pJGP	Judge Gift Program
Plains	pJGP	Judge Gift Program
Island	pJGP	Judge Gift Program
Swamp	pJGP	Judge Gift Program
Mountain	pJGP	Judge Gift Program
Forest	pJGP	Judge Gift Program
Ravages of War	pJGP	Judge Gift Program
Damnation	pJGP	Judge Gift Program
Dualcaster Mage	pJGP	Judge Gift Program
Feldon of the Third Path	pJGP	Judge Gift Program
Wasteland	pJGP	Judge Gift Program
Mana Drain	pJGP	Judge Gift Program
Command Beacon	pJGP	Judge Gift Program
Fruitcake Elemental	pHHO	Happy Holidays
Gifts Given	pHHO	Happy Holidays
Evil Presents	pHHO	Happy Holidays
Season's Beatings	pHHO	Happy Holidays
Snow Mercy	pHHO	Happy Holidays
Yule Ooze	pHHO	Happy Holidays
Naughty	pHHO	Happy Holidays
Nice	pHHO	Happy Holidays
Stocking Tiger	pHHO	Happy Holidays
Mishra's Toy Workshop	pHHO	Happy Holidays
Goblin Sleigh Ride	pHHO	Happy Holidays
Sprouting Thrinax	pWPN	Wizards Play Network
Woolly Thoctar	pWPN	Wizards Play Network
Path to Exile	pWPN	Wizards Play Network
Hellspark Elemental	pWPN	Wizards Play Network
Marisi's Twinclaws	pWPN	Wizards Play Network
Slave of Bolas	pWPN	Wizards Play Network
Mycoid Shepherd	pWPN	Wizards Play Network
Naya Sojourners	pWPN	Wizards Play Network
Mind Control	pWPN	Wizards Play Network
Rise from the Grave	pWPN	Wizards Play Network
Kor Duelist	pWPN	Wizards Play Network
Vampire Nighthawk	pWPN	Wizards Play Network
Nissa's Chosen	pWPN	Wizards Play Network
Emeria Angel	pWPN	Wizards Play Network
Kor Firewalker	pWPN	Wizards Play Network
Leatherback Baloth	pWPN	Wizards Play Network
Hada Freeblade	pWPN	Wizards Play Network
Kalastria Highborn	pWPN	Wizards Play Network
Syphon Mind	pWPN	Wizards Play Network
Pathrazer of Ulamog	pWPN	Wizards Play Network
Curse of Wizardry	pWPN	Wizards Play Network
Staggershock	pWPN	Wizards Play Network
Deathless Angel	pWPN	Wizards Play Network
Fling	pWPN	Wizards Play Network
Sylvan Ranger	pWPN	Wizards Play Network
Plague Stinger	pWPN	Wizards Play Network
Golem's Heart	pWPN	Wizards Play Network
Skinrender	pWPN	Wizards Play Network
Master's Call	pWPN	Wizards Play Network
Plague Myr	pWPN	Wizards Play Network
Signal Pest	pWPN	Wizards Play Network
Fling	pWPN	Wizards Play Network
Sylvan Ranger	pWPN	Wizards Play Network
Vault Skirge	pWPN	Wizards Play Network
Maul Splicer	pWPN	Wizards Play Network
Shrine of Burning Rage	pWPN	Wizards Play Network
Tormented Soul	pWPN	Wizards Play Network
Auramancer	pWPN	Wizards Play Network
Circle of Flame	pWPN	Wizards Play Network
Gather the Townsfolk	pWPN	Wizards Play Network
Curse of the Bloody Tome	pWPN	Wizards Play Network
Curse of Thirst	pWPN	Wizards Play Network
Nearheath Stalker	pWPN	Wizards Play Network
Bloodcrazed Neonate	pWPN	Wizards Play Network
Boneyard Wurm	pWPN	Wizards Play Network
Wood Elves	pGTW	Gateway
Icatian Javelineers	pGTW	Gateway
Fiery Temper	pGTW	Gateway
Boomerang	pGTW	Gateway
Calciderm	pGTW	Gateway
Reckless Wurm	pGTW	Gateway
Yixlid Jailer	pGTW	Gateway
Zoetic Cavern	pGTW	Gateway
Llanowar Elves	pGTW	Gateway
Mogg Fanatic	pGTW	Gateway
Mind Stone	pGTW	Gateway
Dauntless Dourbark	pGTW	Gateway
Lava Axe	pGTW	Gateway
Cenn's Tactician	pGTW	Gateway
Oona's Blackguard	pGTW	Gateway
Gravedigger	pGTW	Gateway
Boggart Ram-Gang	pGTW	Gateway
Wilt-Leaf Cavaliers	pGTW	Gateway
Duergar Hedge-Mage	pGTW	Gateway
Selkie Hedge-Mage	pGTW	Gateway
Forest	pGRU	Guru
Island	pGRU	Guru
Mountain	pGRU	Guru
